,,,,,,,,,,ROUNDS  ,TIME ROUND
,,,,,,,,,,15.15,21:56
,,,,,,,,,,4.10,21:55
,,,,,,,,,,1.74,21:55
,,,,,,,,,,1.54,21:55
,,,,,,,,,,3.34,21:54
,,,,,,,,,,1.09,21:54
,,,,,,,,,,1.43,21:53
,,,,,,,,,,50.88,21:53
,,,,,,,,,,2.97,21:52
,,,,,,,,,,88.48,21:51
,,,,,,,,,,1.36,21:50
,,,,,,,,,,1.19,21:50
,,,,,,,,,,1.93,21:49
,,,,,,,,,,1.67,21:49
,,,,,,,,,,2.05,21:49
,,,,,,,,,,1.00,21:48
,,,,,,,,,,1.69,21:48
,,,,,,,,,,4.42,21:48
,,,,,,,,,,1.20,21:47
,,,,,,,,,,3.83,21:47
,,,,,,,,,,1.51,21:46
,,,,,,,,,,1.08,21:46
,,,,,,,,,,1.82,21:46
,,,,,,,,,,7.21,21:45
,,,,,,,,,,1.21,21:45
,,,,,,,,,,3.09,21:44
,,,,,,,,,,9.37,21:44
,,,,,,,,,,1.62,21:43
,,,,,,,,,,1.79,21:43
,,,,,,,,,,2.14,21:42
,,,,,,,,,,2.63,21:42
,,,,,,,,,,1.66,21:42
,,,,,,,,,,2.45,21:41
,,,,,,,,,,1.07,21:41
,,,,,,,,,,1.06,21:41
,,,,,,,,,,1.13,21:40
,,,,,,,,,,1.47,21:40
,,,,,,,,,,3.70,21:40
,,,,,,,,,,4.91,21:39
,,,,,,,,,,1.14,21:39
,,,,,,,,,,1.31,21:38
,,,,,,,,,,1.10,21:38
,,,,,,,,,,1.90,21:38
,,,,,,,,,,3.61,21:38
,,,,,,,,,,1.02,21:37
,,,,,,,,,,3.98,21:37
,,,,,,,,,,9.82,21:37
,,,,,,,,,,1.88,21:36
,,,,,,,,,,10.45,21:35
,,,,,,,,,,3.75,21:34
,,,,,,,,,,1.29,21:34
,,,,,,,,,,1.14,21:34
,,,,,,,,,,2.04,21:33
,,,,,,,,,,3.88,21:33
,,,,,,,,,,2.59,21:32
,,,,,,,,,,1.17,21:32
,,,,,,,,,,1.02,21:31
,,,,,,,,,,1.10,21:31
,,,,,,,,,,1.08,21:31
,,,,,,,,,,2.49,21:31
,,,,,,,,,,3.99,21:30
,,,,,,,,,,1.13,21:30
,,,,,,,,,,2.04,21:29
,,,,,,,,,,1.31,21:29
,,,,,,,,,,1.27,21:29
,,,,,,,,,,33.10,21:29
,,,,,,,,,,1.10,21:27
,,,,,,,,,,1.22,21:27
,,,,,,,,,,2.46,21:27
,,,,,,,,,,1.66,21:26
,,,,,,,,,,1.86,21:26
,,,,,,,,,,2.16,21:26
,,,,,,,,,,1.03,21:25
,,,,,,,,,,1.00,21:25
,,,,,,,,,,64.72,21:25
,,,,,,,,,,1.63,21:24
,,,,,,,,,,1.70,21:23
,,,,,,,,,,1.78,21:23
,,,,,,,,,,1.66,21:23
,,,,,,,,,,1.38,21:22
,,,,,,,,,,5.21,21:22
,,,,,,,,,,2.46,21:21
,,,,,,,,,,2.59,21:21
,,,,,,,,,,10.38,21:20
,,,,,,,,,,4.01,21:19
,,,,,,,,,,1.48,21:19
,,,,,,,,,,1.44,21:19
,,,,,,,,,,3.65,21:18
,,,,,,,,,,10.65,21:18
,,,,,,,,,,1.16,21:17
,,,,,,,,,,66.78,21:17
,,,,,,,,,,3.31,21:15
,,,,,,,,,,1.87,21:15
,,,,,,,,,,7.74,21:14
,,,,,,,,,,5.18,21:14
,,,,,,,,,,1.59,21:13
,,,,,,,,,,1.32,21:13
,,,,,,,,,,10.87,21:12
,,,,,,,,,,26.96,21:11
,,,,,,,,,,2.65,21:10
,,,,,,,,,,1.08,21:10
,,,,,,,,,,21.14,21:10
,,,,,,,,,,1.37,21:09
,,,,,,,,,,1.19,21:08
,,,,,,,,,,1.22,21:08
,,,,,,,,,,1.32,21:08
,,,,,,,,,,1.88,21:08
,,,,,,,,,,1.73,21:07
,,,,,,,,,,1.24,21:07
,,,,,,,,,,4.24,21:07
,,,,,,,,,,1.00,21:06
,,,,,,,,,,12.55,21:06
,,,,,,,,,,1.30,21:05
,,,,,,,,,,19.33,21:05
,,,,,,,,,,89.73,21:05
,,,,,,,,,,1.38,21:05
,,,,,,,,,,5.15,21:05
,,,,,,,,,,4.27,21:05
,,,,,,,,,,1.17,21:05
,,,,,,,,,,1.12,21:05
,,,,,,,,,,4.78,21:00
,,,,,,,,,,2.11,21:00
,,,,,,,,,,5.05,20:59
,,,,,,,,,,1.14,20:58
,,,,,,,,,,1.33,20:58
,,,,,,,,,,2.55,20:58
,,,,,,,,,,2.88,20:57
,,,,,,,,,,1.34,20:57
,,,,,,,,,,1.01,20:57
,,,,,,,,,,1.70,20:57
,,,,,,,,,,1.09,20:56
,,,,,,,,,,4.22,20:56
,,,,,,,,,,1.59,20:55
,,,,,,,,,,1.34,20:55
,,,,,,,,,,1.24,20:55
,,,,,,,,,,3.58,20:54
,,,,,,,,,,7.73,20:54
,,,,,,,,,,6.29,20:53
,,,,,,,,,,1.00,20:52
,,,,,,,,,,1.28,20:52
,,,,,,,,,,2.86,20:52
,,,,,,,,,,8.98,20:51
,,,,,,,,,,1.52,20:51
,,,,,,,,,,4.94,20:50
,,,,,,,,,,4.63,20:50
,,,,,,,,,,4.59,20:49
,,,,,,,,,,3.68,20:48
,,,,,,,,,,1.44,20:48
,,,,,,,,,,2.36,20:48
,,,,,,,,,,1.75,20:47
,,,,,,,,,,2.06,20:47
,,,,,,,,,,1.03,20:46
,,,,,,,,,,7.58,20:46
,,,,,,,,,,1.15,20:45
,,,,,,,,,,2.14,20:45
,,,,,,,,,,11.13,20:45
,,,,,,,,,,1.18,20:44
,,,,,,,,,,4.15,20:44
,,,,,,,,,,1.62,20:43
,,,,,,,,,,1.63,20:43
,,,,,,,,,,3.29,20:42
,,,,,,,,,,2.96,20:42
,,,,,,,,,,2.39,20:41
,,,,,,,,,,2.79,20:41
,,,,,,,,,,1.70,20:41
,,,,,,,,,,1.15,20:40
,,,,,,,,,,2.91,20:40
,,,,,,,,,,3.67,20:39
,,,,,,,,,,2.72,20:39
,,,,,,,,,,4.43,20:38
,,,,,,,,,,1.38,20:38
,,,,,,,,,,1.51,20:38
,,,,,,,,,,2.81,20:38
,,,,,,,,,,1.06,20:38
,,,,,,,,,,1.59,20:38
,,,,,,,,,,1.61,20:38
,,,,,,,,,,7.86,20:38
,,,,,,,,,,14.23,20:38
,,,,,,,,,,8.40,20:38
,,,,,,,,,,6.08,20:38
,,,,,,,,,,5.16,20:32
,,,,,,,,,,1.35,20:32
,,,,,,,,,,1.13,20:31
,,,,,,,,,,6.08,20:31
,,,,,,,,,,1.16,20:30
,,,,,,,,,,8.31,20:30
,,,,,,,,,,47.71,20:29
,,,,,,,,,,1.10,20:28
,,,,,,,,,,1.45,20:28
,,,,,,,,,,3.69,20:28
,,,,,,,,,,78.01,20:27
,,,,,,,,,,3.01,20:26
,,,,,,,,,,2.72,20:26
,,,,,,,,,,1.13,20:26
,,,,,,,,,,6.21,20:26
,,,,,,,,,,2.75,20:26
,,,,,,,,,,1.21,20:26
,,,,,,,,,,8.92,20:26
,,,,,,,,,,1.84,20:26
,,,,,,,,,,1.01,20:26
,,,,,,,,,,2.14,20:22
,,,,,,,,,,1.42,20:21
,,,,,,,,,,1.05,20:21
,,,,,,,,,,6.58,20:21
,,,,,,,,,,1.16,20:20
,,,,,,,,,,1.10,20:20
,,,,,,,,,,6.29,20:19
,,,,,,,,,,1.00,20:19
,,,,,,,,,,1.09,20:19
,,,,,,,,,,4.56,20:18
,,,,,,,,,,1.15,20:18
,,,,,,,,,,2.65,20:17
,,,,,,,,,,6.35,20:17
,,,,,,,,,,17.40,20:16
,,,,,,,,,,1.08,20:15
,,,,,,,,,,1.71,20:15
,,,,,,,,,,1.08,20:15
,,,,,,,,,,1.65,20:14
,,,,,,,,,,4.84,20:14
,,,,,,,,,,1.25,20:13
,,,,,,,,,,1.25,20:13
,,,,,,,,,,14.96,20:13
,,,,,,,,,,3.29,20:12
,,,,,,,,,,1.60,20:11
,,,,,,,,,,4.20,20:11
,,,,,,,,,,3.22,20:11
,,,,,,,,,,3.46,20:10
,,,,,,,,,,1.40,20:09
,,,,,,,,,,2.10,20:09
,,,,,,,,,,1.43,20:09
,,,,,,,,,,1.66,20:08
,,,,,,,,,,1.36,20:08
,,,,,,,,,,5.73,20:08
,,,,,,,,,,3.51,20:07
,,,,,,,,,,1.22,20:07
,,,,,,,,,,2.41,20:06
,,,,,,,,,,2.68,20:06
,,,,,,,,,,1.66,20:05
,,,,,,,,,,4.33,20:05
,,,,,,,,,,4.43,20:04
,,,,,,,,,,2.13,20:04
,,,,,,,,,,5.29,20:03
,,,,,,,,,,6.61,20:03
,,,,,,,,,,1.56,20:02
,,,,,,,,,,15.59,20:02
,,,,,,,,,,1.39,20:01
,,,,,,,,,,3.07,20:01
,,,,,,,,,,1.56,20:00
,,,,,,,,,,2.04,20:00
,,,,,,,,,,5.69,19:59
,,,,,,,,,,10.09,19:59
,,,,,,,,,,1.87,19:58
,,,,,,,,,,9.03,19:57
,,,,,,,,,,2.88,19:57
,,,,,,,,,,2.03,19:56
,,,,,,,,,,1.05,19:56
,,,,,,,,,,16.55,19:56
,,,,,,,,,,3.10,19:55
,,,,,,,,,,1.84,19:54
,,,,,,,,,,2.74,19:54
,,,,,,,,,,1.84,19:53
,,,,,,,,,,1.62,19:53
,,,,,,,,,,2.15,19:52
,,,,,,,,,,2.27,19:52
,,,,,,,,,,1.29,19:52
,,,,,,,,,,1.28,19:51
,,,,,,,,,,14.11,19:51
,,,,,,,,,,4.33,19:50
,,,,,,,,,,1.15,19:50
,,,,,,,,,,3.38,19:49
,,,,,,,,,,3.12,19:49
,,,,,,,,,,3.45,19:48
,,,,,,,,,,61.89,19:48
,,,,,,,,,,2.74,19:46
,,,,,,,,,,2.09,19:46
,,,,,,,,,,2.86,19:45
,,,,,,,,,,1.60,19:45
,,,,,,,,,,1.07,19:45
,,,,,,,,,,11.53,19:44
,,,,,,,,,,4.54,19:44
,,,,,,,,,,2.18,19:43
,,,,,,,,,,1.20,19:43
,,,,,,,,,,1817.12,19:42
,,,,,,,,,,1.24,19:40
,,,,,,,,,,29.56,19:40
,,,,,,,,,,2.37,19:39
,,,,,,,,,,1.98,19:38
,,,,,,,,,,1.62,19:38
,,,,,,,,,,2.09,19:37
,,,,,,,,,,8.52,19:37
,,,,,,,,,,4.69,19:36
,,,,,,,,,,1.47,19:36
,,,,,,,,,,3.15,19:35
,,,,,,,,,,1.24,19:35
,,,,,,,,,,1.25,19:35
,,,,,,,,,,5.42,19:34
,,,,,,,,,,1.02,19:34
,,,,,,,,,,9.15,19:33
,,,,,,,,,,1.05,19:33
,,,,,,,,,,3.01,19:32
,,,,,,,,,,1.53,19:32
,,,,,,,,,,12.10,19:32
,,,,,,,,,,3.62,19:31
,,,,,,,,,,1.71,19:30
,,,,,,,,,,2.50,19:30
,,,,,,,,,,3.04,19:29
,,,,,,,,,,5.22,19:29
,,,,,,,,,,1.85,19:28
,,,,,,,,,,2.98,19:28
,,,,,,,,,,1.58,19:27
,,,,,,,,,,12.95,19:27
,,,,,,,,,,1.66,19:26
,,,,,,,,,,3.04,19:26
,,,,,,,,,,3.83,19:25
,,,,,,,,,,1.37,19:25
,,,,,,,,,,1.14,19:24
,,,,,,,,,,1.89,19:24
,,,,,,,,,,1.36,19:24
,,,,,,,,,,1.99,19:23
,,,,,,,,,,1.41,19:23
,,,,,,,,,,2.79,19:23
,,,,,,,,,,27.92,19:22
,,,,,,,,,,1.42,19:21
,,,,,,,,,,9.63,19:21
,,,,,,,,,,1.11,19:20
,,,,,,,,,,6.57,19:20
,,,,,,,,,,1.78,19:19
,,,,,,,,,,4.31,19:19
,,,,,,,,,,1.01,19:18
,,,,,,,,,,1.19,19:18
,,,,,,,,,,3.46,19:18
,,,,,,,,,,1.67,19:17
,,,,,,,,,,1.28,19:17
,,,,,,,,,,1.09,19:17
,,,,,,,,,,1.03,19:16
,,,,,,,,,,2.16,19:16
,,,,,,,,,,1.44,19:16
,,,,,,,,,,4.16,19:15
,,,,,,,,,,1.85,19:15
,,,,,,,,,,1.60,19:14
,,,,,,,,,,1.54,19:14
,,,,,,,,,,1.34,19:14
,,,,,,,,,,1.10,19:14
,,,,,,,,,,1.68,19:13
,,,,,,,,,,2.76,19:13
,,,,,,,,,,1.33,19:12
,,,,,,,,,,4.53,19:12
,,,,,,,,,,1.65,19:12
,,,,,,,,,,1.83,19:11
,,,,,,,,,,7.42,19:11
,,,,,,,,,,2.16,19:10
,,,,,,,,,,1.18,19:10
,,,,,,,,,,1.39,19:09
,,,,,,,,,,1.00,19:09
,,,,,,,,,,6.15,19:09
,,,,,,,,,,1.00,19:08
,,,,,,,,,,1.09,19:08
,,,,,,,,,,1.47,19:08
,,,,,,,,,,2.30,19:08
,,,,,,,,,,3.79,19:07
,,,,,,,,,,10.18,19:07
,,,,,,,,,,1.14,19:06
,,,,,,,,,,7.99,19:05
,,,,,,,,,,19.83,19:05
,,,,,,,,,,1.94,19:04
,,,,,,,,,,20.07,19:03
,,,,,,,,,,1.35,19:02
,,,,,,,,,,3.72,19:02
,,,,,,,,,,1.64,19:01
,,,,,,,,,,1.11,19:01
,,,,,,,,,,3.68,19:01
,,,,,,,,,,3.15,19:00
,,,,,,,,,,3.77,19:00
,,,,,,,,,,3.12,18:59
,,,,,,,,,,9.15,18:59
,,,,,,,,,,1.19,18:58
,,,,,,,,,,3.74,18:58
,,,,,,,,,,1.10,18:57
,,,,,,,,,,62.08,18:57
,,,,,,,,,,2.39,18:56
,,,,,,,,,,4.76,18:55
,,,,,,,,,,1.49,18:54
,,,,,,,,,,1.36,18:54
,,,,,,,,,,13.14,18:54
,,,,,,,,,,2.08,18:53
,,,,,,,,,,2.55,18:53
,,,,,,,,,,1.40,18:52
,,,,,,,,,,2.82,18:52
,,,,,,,,,,3.44,18:51
,,,,,,,,,,1.13,18:51
,,,,,,,,,,1.18,18:51
,,,,,,,,,,1.22,18:50
,,,,,,,,,,1.03,18:50
,,,,,,,,,,5.77,18:50
,,,,,,,,,,9.34,18:49
,,,,,,,,,,1.79,18:48
,,,,,,,,,,14.39,18:48
,,,,,,,,,,1.34,18:47
,,,,,,,,,,1.23,18:47
,,,,,,,,,,3.18,18:46
,,,,,,,,,,1.00,18:46
,,,,,,,,,,3.44,18:46
,,,,,,,,,,6.40,18:45
,,,,,,,,,,2.05,18:45
,,,,,,,,,,1.35,18:44
,,,,,,,,,,2.12,18:44
,,,,,,,,,,4.64,18:43
,,,,,,,,,,2.20,18:43
,,,,,,,,,,2.57,18:42
,,,,,,,,,,2.63,18:42
,,,,,,,,,,1.14,18:41
,,,,,,,,,,1.07,18:41
,,,,,,,,,,1.79,18:41
,,,,,,,,,,1.17,18:41
,,,,,,,,,,1.28,18:40
,,,,,,,,,,3.38,18:40
,,,,,,,,,,1.92,18:40
,,,,,,,,,,2.74,18:39
,,,,,,,,,,1.42,18:39
,,,,,,,,,,1.73,18:38
,,,,,,,,,,14.42,18:38
,,,,,,,,,,1.39,18:37
,,,,,,,,,,1.44,18:37
,,,,,,,,,,2.07,18:37
,,,,,,,,,,1.28,18:36
,,,,,,,,,,1.39,18:36
,,,,,,,,,,9.18,18:36
,,,,,,,,,,2.42,18:35
,,,,,,,,,,1.36,18:34
,,,,,,,,,,2.12,18:34
,,,,,,,,,,1.43,18:34
,,,,,,,,,,1.45,18:33
,,,,,,,,,,1.92,18:33
,,,,,,,,,,1.00,18:33
,,,,,,,,,,2.18,18:32
,,,,,,,,,,1.39,18:32
,,,,,,,,,,2.11,18:32
,,,,,,,,,,2.40,18:31
,,,,,,,,,,1.04,18:31
,,,,,,,,,,2.97,18:31
,,,,,,,,,,1.12,18:30
,,,,,,,,,,3.26,18:30
,,,,,,,,,,51.40,18:29
,,,,,,,,,,164.60,18:28
,,,,,,,,,,2.38,18:27
,,,,,,,,,,8.47,18:26
,,,,,,,,,,14.93,18:25
,,,,,,,,,,1.08,18:24
,,,,,,,,,,5.12,18:24
,,,,,,,,,,4.42,18:23
,,,,,,,,,,4.06,18:23
,,,,,,,,,,1.26,18:22
,,,,,,,,,,1.52,18:22
,,,,,,,,,,6.87,18:22
,,,,,,,,,,1.81,18:21
,,,,,,,,,,14.97,18:21
,,,,,,,,,,1.74,18:20
,,,,,,,,,,4.32,18:19
,,,,,,,,,,3.44,18:19
,,,,,,,,,,2.58,18:18
,,,,,,,,,,2.27,18:18
,,,,,,,,,,3.40,18:17
,,,,,,,,,,6.45,18:17
,,,,,,,,,,5.18,18:16
,,,,,,,,,,2.75,18:15
,,,,,,,,,,2.61,18:15
,,,,,,,,,,4.73,18:14
,,,,,,,,,,3.98,18:14
,,,,,,,,,,1.38,18:13
,,,,,,,,,,11.13,18:13
,,,,,,,,,,50.86,18:12
,,,,,,,,,,1.14,18:11
,,,,,,,,,,6.89,18:11
,,,,,,,,,,4.58,18:10
,,,,,,,,,,1.11,18:10
,,,,,,,,,,24.67,18:09
,,,,,,,,,,20.30,18:08
,,,,,,,,,,1.62,18:07
,,,,,,,,,,1.61,18:07
,,,,,,,,,,4.10,18:06
,,,,,,,,,,1.00,18:06
,,,,,,,,,,1.22,18:05
,,,,,,,,,,2.36,18:05
,,,,,,,,,,3.10,18:05
,,,,,,,,,,4.43,18:04
,,,,,,,,,,2.66,18:04
,,,,,,,,,,8.37,18:03
,,,,,,,,,,1.42,18:02
,,,,,,,,,,3.01,18:02
,,,,,,,,,,2.97,18:02
,,,,,,,,,,1.64,18:01
,,,,,,,,,,1.35,18:01
,,,,,,,,,,1.01,18:00
,,,,,,,,,,2.76,18:00
,,,,,,,,,,2.82,18:00
,,,,,,,,,,1.42,17:59
,,,,,,,,,,5.56,17:59
,,,,,,,,,,2.09,17:58
,,,,,,,,,,8.55,17:58
,,,,,,,,,,2.39,17:57
,,,,,,,,,,1.18,17:57
,,,,,,,,,,1.99,17:56
,,,,,,,,,,5.03,17:56
,,,,,,,,,,1.20,17:55
,,,,,,,,,,2.51,17:55
,,,,,,,,,,1.14,17:55
,,,,,,,,,,1.35,17:54
,,,,,,,,,,1.36,17:54
,,,,,,,,,,1.64,17:54
,,,,,,,,,,1.58,17:54
,,,,,,,,,,1.10,17:53
,,,,,,,,,,10.01,17:53
,,,,,,,,,,2.26,17:52
,,,,,,,,,,1.39,17:52
,,,,,,,,,,1.99,17:51
,,,,,,,,,,2.55,17:51
,,,,,,,,,,7.40,17:51
,,,,,,,,,,1.84,17:50
,,,,,,,,,,3.15,17:49
,,,,,,,,,,2.28,17:49
,,,,,,,,,,1.76,17:49
,,,,,,,,,,2.83,17:48
,,,,,,,,,,2.56,17:48
,,,,,,,,,,3.40,17:47
,,,,,,,,,,1.28,17:47
,,,,,,,,,,1.58,17:46
,,,,,,,,,,3.05,17:46
,,,,,,,,,,1.30,17:46
,,,,,,,,,,1.01,17:45
,,,,,,,,,,2.11,17:45
,,,,,,,,,,1.03,17:45
,,,,,,,,,,1.47,17:44
,,,,,,,,,,1.03,17:44
,,,,,,,,,,1.37,17:44
,,,,,,,,,,5.56,17:44
,,,,,,,,,,9.29,17:43
,,,,,,,,,,16.73,17:42
,,,,,,,,,,1.66,17:41
,,,,,,,,,,1.01,17:41
,,,,,,,,,,5.58,17:41
,,,,,,,,,,2.83,17:40
,,,,,,,,,,9.41,17:40
,,,,,,,,,,2.34,17:39
,,,,,,,,,,8.21,17:38
,,,,,,,,,,3.28,17:37
,,,,,,,,,,1.61,17:37
,,,,,,,,,,2.55,17:37
,,,,,,,,,,23.84,17:36
,,,,,,,,,,1.11,17:35
,,,,,,,,,,5.33,17:35
,,,,,,,,,,1.00,17:34
,,,,,,,,,,1.49,17:34
,,,,,,,,,,3.49,17:34
,,,,,,,,,,1.42,17:33
,,,,,,,,,,1.14,17:33
,,,,,,,,,,2.11,17:33
,,,,,,,,,,1.60,17:32
,,,,,,,,,,2.66,17:32
,,,,,,,,,,32.44,17:31
,,,,,,,,,,3.16,17:30
,,,,,,,,,,4.46,17:30
,,,,,,,,,,1.08,17:30
,,,,,,,,,,1.24,17:30
,,,,,,,,,,1.63,17:30
,,,,,,,,,,2.73,17:30
,,,,,,,,,,1.56,17:30
,,,,,,,,,,1.91,17:30
,,,,,,,,,,1.30,17:30
,,,,,,,,,,1.49,17:30
,,,,,,,,,,1.00,17:30
,,,,,,,,,,1.84,17:25
,,,,,,,,,,1.68,17:24
,,,,,,,,,,1.69,17:24
,,,,,,,,,,1.00,17:24
,,,,,,,,,,1.01,17:24
,,,,,,,,,,1.24,17:23
,,,,,,,,,,1.91,17:23
,,,,,,,,,,4.79,17:23
,,,,,,,,,,2.22,17:22
,,,,,,,,,,3.92,17:22
,,,,,,,,,,1.84,17:21
,,,,,,,,,,1.46,17:21
,,,,,,,,,,1.06,17:20
,,,,,,,,,,2.05,17:20
,,,,,,,,,,2.21,17:20
,,,,,,,,,,1.10,17:19
,,,,,,,,,,1.10,17:19
,,,,,,,,,,13.30,17:19
,,,,,,,,,,4.52,17:18
,,,,,,,,,,1.19,17:17
,,,,,,,,,,16.73,17:17
,,,,,,,,,,112.93,17:16
,,,,,,,,,,3.73,17:15
,,,,,,,,,,1.39,17:14
,,,,,,,,,,1.74,17:14
,,,,,,,,,,1.60,17:13
,,,,,,,,,,2.33,17:13
,,,,,,,,,,6.24,17:13
,,,,,,,,,,1.08,17:12
,,,,,,,,,,3.31,17:12
,,,,,,,,,,4.29,17:11
,,,,,,,,,,295.09,17:11
,,,,,,,,,,81.36,17:09
,,,,,,,,,,4.33,17:07
,,,,,,,,,,1.05,17:07
,,,,,,,,,,7.05,17:07
,,,,,,,,,,1.07,17:06
,,,,,,,,,,10.31,17:06
,,,,,,,,,,21.82,17:05
,,,,,,,,,,2.59,17:04
,,,,,,,,,,2.84,17:03
,,,,,,,,,,2.01,17:03
,,,,,,,,,,2.44,17:02
,,,,,,,,,,4.64,17:02
,,,,,,,,,,3.13,17:01
,,,,,,,,,,1.63,17:01
,,,,,,,,,,2.66,17:01
,,,,,,,,,,1.07,17:00
,,,,,,,,,,55.26,17:00
,,,,,,,,,,17.48,16:59
,,,,,,,,,,3.00,16:58
,,,,,,,,,,2.80,16:57
,,,,,,,,,,3.95,16:57
,,,,,,,,,,1.25,16:56
,,,,,,,,,,1.24,16:56
,,,,,,,,,,1.12,16:55
,,,,,,,,,,1.09,16:55
,,,,,,,,,,1.50,16:55
,,,,,,,,,,1.06,16:55
,,,,,,,,,,1.68,16:54
,,,,,,,,,,37.43,16:54
,,,,,,,,,,2.82,16:53
,,,,,,,,,,1.48,16:52
,,,,,,,,,,4.29,16:52
,,,,,,,,,,3.56,16:52
,,,,,,,,,,1.95,16:51
,,,,,,,,,,3.30,16:51
,,,,,,,,,,14.56,16:50
,,,,,,,,,,4.46,16:49
,,,,,,,,,,1.29,16:49
,,,,,,,,,,29.84,16:48
,,,,,,,,,,1.53,16:47
,,,,,,,,,,10.40,16:47
,,,,,,,,,,2.86,16:46
,,,,,,,,,,5.23,16:45
,,,,,,,,,,15.47,16:45
,,,,,,,,,,3.98,16:44
,,,,,,,,,,9.88,16:43
,,,,,,,,,,3.76,16:42
,,,,,,,,,,3.13,16:42
,,,,,,,,,,2.08,16:41
,,,,,,,,,,1.16,16:41
,,,,,,,,,,1.94,16:41
,,,,,,,,,,1.82,16:40
,,,,,,,,,,2.31,16:40
,,,,,,,,,,1.40,16:40
,,,,,,,,,,2.15,16:39
,,,,,,,,,,2.95,16:39
,,,,,,,,,,2.05,16:38
,,,,,,,,,,5.64,16:38
,,,,,,,,,,1.61,16:37
,,,,,,,,,,12.23,16:37
,,,,,,,,,,1.88,16:36
,,,,,,,,,,80.29,16:36
,,,,,,,,,,1.13,16:34
,,,,,,,,,,1.40,16:34
,,,,,,,,,,1.45,16:34
,,,,,,,,,,1.00,16:33
,,,,,,,,,,1.03,16:33
,,,,,,,,,,1.28,16:33
,,,,,,,,,,1.00,16:33
,,,,,,,,,,1.27,16:33
,,,,,,,,,,5.16,16:32
,,,,,,,,,,1.10,16:32
,,,,,,,,,,1.50,16:31
,,,,,,,,,,1.02,16:31
,,,,,,,,,,2.14,16:31
,,,,,,,,,,35.82,16:31
,,,,,,,,,,1.00,16:29
,,,,,,,,,,8.44,16:29
,,,,,,,,,,5.39,16:28
,,,,,,,,,,1.22,16:28
,,,,,,,,,,1.67,16:27
,,,,,,,,,,3.19,16:27
,,,,,,,,,,1.48,16:27
,,,,,,,,,,1.39,16:26
,,,,,,,,,,1.61,16:26
,,,,,,,,,,13.63,16:26
,,,,,,,,,,2.27,16:25
,,,,,,,,,,1.48,16:24
,,,,,,,,,,1.73,16:24
,,,,,,,,,,2.99,16:24
,,,,,,,,,,1.61,16:23
,,,,,,,,,,1.28,16:23
,,,,,,,,,,1.22,16:23
,,,,,,,,,,2.70,16:22
,,,,,,,,,,1.45,16:22
,,,,,,,,,,1.39,16:22
,,,,,,,,,,1.58,16:21
,,,,,,,,,,3.27,16:21
,,,,,,,,,,2.06,16:20
,,,,,,,,,,1.31,16:20
,,,,,,,,,,3.50,16:20
,,,,,,,,,,6.78,16:19
,,,,,,,,,,1.11,16:18
,,,,,,,,,,2.82,16:18
,,,,,,,,,,5.76,16:18
,,,,,,,,,,1.10,16:17
,,,,,,,,,,3.76,16:17
,,,,,,,,,,19.87,16:16
,,,,,,,,,,2.32,16:15
,,,,,,,,,,1.09,16:15
,,,,,,,,,,2.14,16:15
,,,,,,,,,,2.95,16:14
,,,,,,,,,,1.32,16:14
,,,,,,,,,,4.29,16:13
,,,,,,,,,,2.25,16:13
,,,,,,,,,,1.29,16:12
,,,,,,,,,,2.63,16:12
,,,,,,,,,,6.95,16:12
,,,,,,,,,,2.28,16:11
,,,,,,,,,,1.89,16:10
,,,,,,,,,,41.86,16:10
,,,,,,,,,,3.80,16:09
,,,,,,,,,,5.37,16:08
,,,,,,,,,,1.41,16:08
,,,,,,,,,,2.00,16:07
,,,,,,,,,,1.26,16:07
,,,,,,,,,,3.13,16:07
,,,,,,,,,,1.41,16:06
,,,,,,,,,,2.89,16:06
,,,,,,,,,,2.72,16:05
,,,,,,,,,,1.38,16:05
,,,,,,,,,,6.03,16:05
,,,,,,,,,,1.09,16:04
,,,,,,,,,,3.38,16:04
,,,,,,,,,,1.70,16:03
,,,,,,,,,,1.54,16:03
,,,,,,,,,,2.94,16:02
,,,,,,,,,,2.32,16:02
,,,,,,,,,,1.01,16:02
,,,,,,,,,,2.29,16:01
,,,,,,,,,,3.00,16:01
,,,,,,,,,,1.09,16:00
,,,,,,,,,,1.61,16:00
,,,,,,,,,,1.32,16:00
,,,,,,,,,,1.38,16:00
,,,,,,,,,,1.43,15:59
,,,,,,,,,,1.31,15:59
,,,,,,,,,,21.97,15:59
,,,,,,,,,,1.09,15:58
,,,,,,,,,,1.65,15:57
,,,,,,,,,,1.31,15:57
,,,,,,,,,,1.67,15:57
,,,,,,,,,,11.94,15:57
,,,,,,,,,,1.14,15:56
,,,,,,,,,,1.81,15:55
,,,,,,,,,,1.45,15:55
,,,,,,,,,,1.51,15:55
,,,,,,,,,,8.59,15:54
,,,,,,,,,,1.78,15:54
,,,,,,,,,,2.22,15:53
,,,,,,,,,,4.84,15:53
,,,,,,,,,,6.88,15:52
,,,,,,,,,,1.94,15:51
,,,,,,,,,,1.17,15:51
,,,,,,,,,,2.45,15:51
,,,,,,,,,,1.37,15:50
,,,,,,,,,,1.09,15:50
,,,,,,,,,,28.22,15:50
,,,,,,,,,,430.91,15:49
,,,,,,,,,,1.54,15:47
,,,,,,,,,,13.89,15:47
,,,,,,,,,,1.03,15:46
,,,,,,,,,,2.55,15:45
,,,,,,,,,,2.06,15:45
